1.164115199999999959e+02,3.989151999999999987e+01
1.164296599999999984e+02,3.992316999999999894e+01
1.164254700000000042e+02,3.994814999999999827e+01
1.164556199999999961e+02,3.993988000000000227e+01
1.164560699999999969e+02,3.989242999999999739e+01
1.163322799999999972e+02,3.990567999999999671e+01
1.165830700000000064e+02,4.007715000000000316e+01
1.164087700000000041e+02,3.984172000000000224e+01
1.163519600000000054e+02,3.993912000000000262e+01
1.166420099999999991e+02,3.987630999999999659e+01
1.163686100000000039e+02,3.989652000000000243e+01
1.162959000000000032e+02,3.988403000000000276e+01
1.164492599999999953e+02,3.994247000000000014e+01
1.165363399999999956e+02,4.005454999999999899e+01
1.162369999999999948e+02,3.988114999999999810e+01
1.164396200000000050e+02,3.993963999999999714e+01
1.164440500000000043e+02,3.990820999999999685e+01
1.164187399999999997e+02,3.987915000000000276e+01
1.164210700000000003e+02,3.989209000000000316e+01
1.163649300000000011e+02,3.984604999999999819e+01
1.164366799999999955e+02,3.989462000000000330e+01
1.165735200000000020e+02,3.978506999999999749e+01
1.168634200000000050e+02,4.038304000000000116e+01
1.164071600000000046e+02,3.990447999999999951e+01
1.164960899999999953e+02,4.000251999999999697e+01
1.168780200000000065e+02,3.981897000000000020e+01
1.163750900000000001e+02,3.997066999999999837e+01
1.163574299999999937e+02,3.995636999999999972e+01
1.164018200000000007e+02,3.998328000000000060e+01
1.164727299999999985e+02,4.000466000000000122e+01
1.164546100000000024e+02,3.987245000000000061e+01
1.164597200000000043e+02,3.989941999999999922e+01
1.164152600000000035e+02,3.984611000000000303e+01
1.164686399999999935e+02,3.999636999999999887e+01
1.163136999999999972e+02,3.996963999999999828e+01
1.163471499999999992e+02,3.988828000000000173e+01
1.162527999999999935e+02,3.985889999999999844e+01
1.163684899999999942e+02,3.997328999999999866e+01
1.162965999999999980e+02,3.998395000000000010e+01
1.163446899999999999e+02,3.989047000000000054e+01
1.163816400000000044e+02,3.997881999999999891e+01
1.164520499999999998e+02,3.993225999999999942e+01
1.163323000000000036e+02,3.992186999999999841e+01
1.162408700000000010e+02,3.991483999999999810e+01
1.163350899999999939e+02,3.991011999999999915e+01
1.163790099999999939e+02,3.989891000000000076e+01
1.163809700000000049e+02,3.988683999999999941e+01
1.165053099999999944e+02,4.000988999999999862e+01
1.168098099999999988e+02,4.008970000000000056e+01
1.164396299999999940e+02,3.994866999999999990e+01
1.162925999999999931e+02,4.004908999999999963e+01
1.163725100000000054e+02,3.994845000000000113e+01
1.163855999999999966e+02,3.971894999999999953e+01
1.172052699999999987e+02,4.064665000000000106e+01
1.171273999999999944e+02,4.014757999999999782e+01
1.162380399999999980e+02,4.004715999999999809e+01
1.165671799999999934e+02,3.995655000000000001e+01
1.168581999999999965e+02,4.022290000000000276e+01
1.165784199999999942e+02,4.000424999999999898e+01
1.163973000000000013e+02,3.999734000000000123e+01
1.164451200000000028e+02,3.990512999999999977e+01
1.163471100000000007e+02,3.988954999999999984e+01
1.164852199999999982e+02,3.999244999999999806e+01
1.164243599999999930e+02,3.989236999999999966e+01
1.163872800000000041e+02,3.997950999999999766e+01
1.166805599999999998e+02,3.992291999999999774e+01
1.163571199999999948e+02,3.987711999999999790e+01
1.163686200000000071e+02,3.989204999999999757e+01
1.160184600000000046e+02,3.959837000000000273e+01
1.164760500000000008e+02,3.979189000000000220e+01
1.163285000000000053e+02,3.991602999999999923e+01
1.164730200000000053e+02,3.988289000000000328e+01
1.164612099999999941e+02,3.989135000000000275e+01
1.163237000000000023e+02,4.002721999999999980e+01
1.164585100000000040e+02,3.989423000000000030e+01
1.168318100000000044e+02,4.024849999999999994e+01
1.164448900000000009e+02,3.982489999999999952e+01
1.162784400000000034e+02,3.992148000000000252e+01
1.163704699999999974e+02,3.996023999999999887e+01
1.163427099999999967e+02,3.987653000000000247e+01
1.162692799999999949e+02,3.989132000000000033e+01
1.163701899999999938e+02,3.983834000000000231e+01
1.164715699999999998e+02,3.990561999999999898e+01
1.162776099999999957e+02,3.983870999999999896e+01
1.160571099999999944e+02,3.971224000000000132e+01
1.164014499999999970e+02,3.991391999999999740e+01
1.163349500000000063e+02,3.991008000000000067e+01
1.164548499999999933e+02,3.995224999999999937e+01
1.163682500000000033e+02,3.989283999999999963e+01
1.165757399999999961e+02,4.000701999999999714e+01
1.163675099999999958e+02,3.964482000000000284e+01
1.164427799999999991e+02,3.996029000000000053e+01
1.164278099999999938e+02,3.994100999999999857e+01
1.163499500000000069e+02,3.991747999999999763e+01
1.164007100000000037e+02,4.006933000000000078e+01
1.164549599999999998e+02,3.987057000000000073e+01
1.160571699999999993e+02,3.971222999999999814e+01
1.163513800000000060e+02,3.990840000000000032e+01
1.163423999999999978e+02,3.997536000000000200e+01
1.164111300000000000e+02,3.980142000000000024e+01
1.164247699999999952e+02,3.989390000000000214e+01
1.162550899999999956e+02,3.992045999999999850e+01
1.164278300000000002e+02,3.992927999999999855e+01
1.164493400000000065e+02,3.997941999999999751e+01
1.163249500000000012e+02,3.990639999999999787e+01
1.165270699999999948e+02,3.987089999999999890e+01
1.164224700000000041e+02,3.986988999999999805e+01
1.168203100000000063e+02,4.037409999999999854e+01
1.163159500000000008e+02,3.999112999999999829e+01
1.163298400000000044e+02,3.991272000000000020e+01
1.163237199999999945e+02,4.002714000000000283e+01
1.163613000000000000e+02,4.000303999999999860e+01
1.162640499999999975e+02,3.989488999999999663e+01
1.165651399999999995e+02,4.007202000000000197e+01
1.162959199999999953e+02,3.991394999999999982e+01
1.163682500000000033e+02,3.988002999999999787e+01
1.165051100000000019e+02,4.001017999999999830e+01
1.164375100000000032e+02,3.992954000000000292e+01
1.169354699999999951e+02,3.963116999999999734e+01
1.164482600000000048e+02,3.997952999999999690e+01
1.164246899999999982e+02,3.989278000000000191e+01
1.164361300000000057e+02,3.993968999999999880e+01
1.164211800000000068e+02,3.998445000000000249e+01
1.168231300000000061e+02,4.037086999999999648e+01
1.163003199999999993e+02,3.997426999999999708e+01
1.164080399999999997e+02,3.989137999999999806e+01
1.166347999999999985e+02,3.989800000000000324e+01
1.160571499999999929e+02,3.971218999999999966e+01
1.164554799999999943e+02,3.989484000000000208e+01
1.161812400000000025e+02,3.993025999999999698e+01
1.164713399999999979e+02,3.988917000000000002e+01
1.167144299999999930e+02,3.986187999999999931e+01
1.168218099999999993e+02,4.037116000000000327e+01
1.163311300000000017e+02,3.994850000000000279e+01
1.164387499999999989e+02,3.995985000000000298e+01
1.164177399999999949e+02,3.980716999999999928e+01
1.163649099999999947e+02,3.995524999999999949e+01
1.171864900000000063e+02,4.018663999999999703e+01
1.163494199999999950e+02,3.993446000000000140e+01
1.170455099999999931e+02,4.024410000000000309e+01
1.163150600000000026e+02,3.990140000000000242e+01
1.164492099999999937e+02,3.992676999999999765e+01
1.164070499999999981e+02,3.987082999999999799e+01
1.163662400000000048e+02,3.991946999999999690e+01
1.163543899999999951e+02,3.986592999999999876e+01
1.165766100000000023e+02,3.971920000000000073e+01
1.164683600000000041e+02,3.994122000000000128e+01
1.157185000000000059e+02,3.955250000000000199e+01
1.165190699999999993e+02,3.990337999999999852e+01
1.164865499999999940e+02,3.999005999999999972e+01
1.163672600000000017e+02,3.988011999999999802e+01
1.164445599999999956e+02,3.993999000000000166e+01
1.164378999999999991e+02,3.989197999999999666e+01
1.163618100000000055e+02,3.994378999999999991e+01
1.163554199999999952e+02,3.966056999999999988e+01
1.161061799999999948e+02,3.995617000000000019e+01
1.164408999999999992e+02,3.996629000000000076e+01
1.163806100000000043e+02,3.984758000000000067e+01
1.165816700000000026e+02,4.006792000000000087e+01
1.164090999999999951e+02,3.998720000000000141e+01
1.162308400000000006e+02,4.004408999999999708e+01
1.163475200000000029e+02,3.984434999999999860e+01
1.165930699999999973e+02,4.022169999999999845e+01
1.163352500000000020e+02,3.990995000000000203e+01
1.163764299999999992e+02,3.997131999999999863e+01
1.163679999999999950e+02,3.992108000000000345e+01
1.161030399999999929e+02,3.976615000000000322e+01
1.164179000000000030e+02,3.992289999999999850e+01
1.163465599999999966e+02,3.999201000000000050e+01
1.162834100000000035e+02,3.997733999999999810e+01
1.164153699999999958e+02,3.986487000000000336e+01
1.162735899999999987e+02,3.990068000000000126e+01
1.070937399999999968e+02,4.059177999999999997e+01
1.162956400000000059e+02,3.998306999999999789e+01
1.164324000000000012e+02,3.986927000000000021e+01
1.161022700000000043e+02,3.996200999999999937e+01
1.162232999999999947e+02,4.008621000000000123e+01
1.162739600000000024e+02,3.987218000000000018e+01
1.164478299999999962e+02,3.994682000000000244e+01
1.165716500000000053e+02,3.990187000000000239e+01
1.162560399999999987e+02,3.989325000000000188e+01
1.164503500000000003e+02,3.987201999999999913e+01
1.163395000000000010e+02,3.988577000000000083e+01
1.164921400000000062e+02,3.996002000000000010e+01
1.161191699999999969e+02,3.978050999999999959e+01
1.164389800000000008e+02,3.995989000000000146e+01
1.170643599999999935e+02,4.014412999999999698e+01
1.163682100000000048e+02,3.988962000000000074e+01
1.165122300000000024e+02,3.991732999999999976e+01
1.163471499999999992e+02,3.996732999999999691e+01
1.163595200000000034e+02,3.998040000000000305e+01
1.162409999999999997e+02,3.991465999999999781e+01
1.163032500000000056e+02,3.988306999999999647e+01
1.163702799999999939e+02,3.999262000000000228e+01
1.162643699999999995e+02,4.012583000000000055e+01
0.000000000000000000e+00,0.000000000000000000e+00
1.163846300000000014e+02,3.985323000000000349e+01
1.164602500000000020e+02,3.994950000000000045e+01
1.163147699999999958e+02,3.984667999999999921e+01
1.163326299999999947e+02,4.002969999999999828e+01
1.165042799999999943e+02,4.000927000000000078e+01
1.164444199999999938e+02,4.001937999999999818e+01
1.162395800000000037e+02,3.989976999999999663e+01
1.162543100000000038e+02,3.984864000000000317e+01
1.163569399999999945e+02,3.990628999999999849e+01
1.163689999999999998e+02,3.998013000000000261e+01
1.163787700000000029e+02,3.988461999999999819e+01
1.163728200000000044e+02,3.983075999999999794e+01
1.163269099999999980e+02,3.999143000000000114e+01
1.163570399999999978e+02,3.989737000000000222e+01
1.166391100000000023e+02,3.983247999999999678e+01
1.163347399999999965e+02,3.992190999999999690e+01
1.163265800000000070e+02,3.992721000000000231e+01
1.164930300000000045e+02,3.995472999999999786e+01
1.170760400000000061e+02,4.053580000000000183e+01
1.165412400000000019e+02,3.994727999999999923e+01
1.162666200000000032e+02,4.003117999999999910e+01
1.162865199999999959e+02,3.994104000000000099e+01
1.169955099999999959e+02,4.042866000000000071e+01
1.164302500000000009e+02,3.993372000000000099e+01
1.164525200000000069e+02,3.990803999999999974e+01
1.171240700000000032e+02,4.014273000000000025e+01
1.163522200000000026e+02,3.990970000000000084e+01
1.164801999999999964e+02,3.993227000000000260e+01
1.163522399999999948e+02,3.989784999999999826e+01
1.162765200000000050e+02,4.036153999999999797e+01
1.164331300000000056e+02,3.996661999999999892e+01
1.163492700000000042e+02,3.993491999999999820e+01
1.164933300000000003e+02,3.997299000000000291e+01
1.164554399999999958e+02,3.990518000000000143e+01
1.166376700000000000e+02,4.032607999999999748e+01
1.162570400000000035e+02,3.989565000000000339e+01
1.164513699999999972e+02,3.991955000000000098e+01
1.164324799999999982e+02,3.990532999999999930e+01
1.164343499999999949e+02,4.008218000000000103e+01
1.163043499999999995e+02,3.989119999999999777e+01
1.163360500000000002e+02,3.995665999999999940e+01
1.165356799999999993e+02,3.991501999999999839e+01
1.166377200000000016e+02,4.032612999999999914e+01
1.163492700000000042e+02,3.993939999999999912e+01
1.163198600000000056e+02,3.989012999999999920e+01
1.165777099999999962e+02,3.980322999999999922e+01
1.166538699999999977e+02,4.011285000000000167e+01
1.163651600000000030e+02,3.992504999999999882e+01
1.164958900000000028e+02,3.992146000000000328e+01
1.164229299999999938e+02,3.990478999999999843e+01
1.164375799999999970e+02,3.980409999999999826e+01
1.162590699999999941e+02,3.991629999999999967e+01
1.162645499999999998e+02,3.989439999999999742e+01
1.168476100000000031e+02,4.045342999999999734e+01
1.165819400000000030e+02,4.007562999999999676e+01
1.163583799999999968e+02,4.000433000000000305e+01
1.164518300000000011e+02,3.993224000000000018e+01
1.166557899999999961e+02,3.989305999999999841e+01
1.162887499999999932e+02,3.993099000000000132e+01
1.166655499999999961e+02,3.989103000000000065e+01
1.163151100000000042e+02,3.992685999999999780e+01
1.163794000000000040e+02,3.986292999999999864e+01
1.163373200000000054e+02,4.008894000000000091e+01
1.163465000000000060e+02,3.991123999999999938e+01
1.163180200000000042e+02,3.996311000000000035e+01
1.164375500000000017e+02,3.993242000000000047e+01
1.163111099999999993e+02,3.994688000000000017e+01
1.163550199999999961e+02,3.996114000000000033e+01
1.164115299999999991e+02,3.996938999999999709e+01
1.157185000000000059e+02,3.955252000000000123e+01
1.166329800000000034e+02,4.020221999999999696e+01
1.166105199999999940e+02,3.965648000000000195e+01
1.165043100000000038e+02,4.001026000000000238e+01
1.164200500000000034e+02,3.991422000000000025e+01
1.163400400000000019e+02,3.983809000000000111e+01
1.164984100000000069e+02,3.992967999999999762e+01
1.166985800000000069e+02,4.012778999999999741e+01
1.165455500000000058e+02,4.006533000000000300e+01
1.163180399999999963e+02,3.974976000000000198e+01
1.163812700000000007e+02,4.000862000000000052e+01
1.163187199999999990e+02,3.988862000000000307e+01
1.164280600000000021e+02,3.989647999999999683e+01
1.163277400000000057e+02,3.993695000000000306e+01
1.163881099999999975e+02,3.997742999999999824e+01
1.166528600000000040e+02,3.993010000000000304e+01
1.164112999999999971e+02,3.989153999999999911e+01
1.161466599999999971e+02,3.972129000000000332e+01
1.162123399999999975e+02,3.978119000000000227e+01
1.162954199999999929e+02,3.985936999999999841e+01
1.163427599999999984e+02,3.972171999999999770e+01
1.172185699999999997e+02,4.014421999999999713e+01
1.167314800000000048e+02,4.003336999999999790e+01
1.163389300000000048e+02,3.985535999999999746e+01
1.164492800000000017e+02,3.992862999999999829e+01
1.162348000000000070e+02,3.984638000000000346e+01
1.167810800000000029e+02,4.036330000000000240e+01
1.166928000000000054e+02,3.986478000000000321e+01
1.170608100000000036e+02,4.030955999999999761e+01
1.162077299999999980e+02,3.976174000000000319e+01
1.171633900000000068e+02,4.012084999999999724e+01
1.163807099999999934e+02,3.999790999999999741e+01
1.162698400000000021e+02,3.990534000000000248e+01
1.163897599999999954e+02,3.996701000000000192e+01
1.164836999999999989e+02,3.994890999999999792e+01
1.163959300000000070e+02,3.989086000000000354e+01
1.159621199999999988e+02,3.975889000000000095e+01
1.162247899999999987e+02,3.989876000000000289e+01
1.164664999999999964e+02,3.989108000000000231e+01
1.162879300000000029e+02,3.990637000000000256e+01
1.162745699999999971e+02,3.989912999999999954e+01
1.163818799999999953e+02,3.990594000000000108e+01
1.163580299999999994e+02,3.986641000000000190e+01
1.170492899999999992e+02,4.007721999999999696e+01
1.159779999999999944e+02,3.971027000000000129e+01
1.164926300000000055e+02,3.996262999999999721e+01
1.163991699999999980e+02,3.990845000000000198e+01
1.163611199999999997e+02,3.993117999999999768e+01
1.164230900000000020e+02,3.985712000000000188e+01
1.162585899999999981e+02,3.990585000000000093e+01
1.164782000000000011e+02,3.992173999999999978e+01
1.163477800000000002e+02,3.988208000000000197e+01
1.164546600000000041e+02,3.991328000000000031e+01
1.163206899999999990e+02,3.989215000000000089e+01
1.165211299999999994e+02,4.001791999999999661e+01
1.164954299999999989e+02,3.992188999999999766e+01
1.163359099999999984e+02,4.003808999999999685e+01
1.164280799999999942e+02,3.998642000000000252e+01
1.163429299999999955e+02,3.995676999999999879e+01
1.163551899999999932e+02,3.995571000000000339e+01
1.165844299999999976e+02,4.007728999999999786e+01
1.170051299999999941e+02,4.005196999999999719e+01
1.161790299999999974e+02,3.979469999999999885e+01
